Brnd_Name,Gnrc_Name,Tot_Mftr,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Clonidine HCl,Clonidine HCl,10,34371347.48,400414685.7,4128236,977983,0.08556722,8.325916319,35.14513798,0,37577944.47,404298089,3970712,971938,0.092649589,9.463779914,38.66290285,0,38535313.93,409265849.8,3842990,935818,0.093663982,10.02743019,41.17821407,0,35814029.07,396650080.3,3690833,933692,0.090350522,9.703508414,38.35743379,0,35084568.4,384651043.2,3575732,918899,0.091837049,9.811856258,38.18109324,0,0.016452889,0.01783557
Clonidine HCl ER,Clonidine HCl,7,1789552.88,593834,7078,1991,3.012858883,252.833128,898.8211351,0,1621776.23,604329,7007,1844,2.686639738,231.4508677,879.4881941,0,1354656.01,626358,6970,1769,2.155853864,194.3552382,765.7750198,0,1412310.09,765128,8353,2040,1.842464081,169.0781863,692.3088677,0,1664153.1,929704,10246,2397,1.788936571,162.4197833,694.2649562,0,-0.029052132,-0.122182898
Clopidogrel,Clopidogrel Bisulfate,19,180805903,796386864.7,14075534,3023189,0.228730154,12.84540274,59.80635119,0,187356438.3,816523457.8,13684421,3094821,0.231627845,13.69122144,60.53869941,0,184666516.8,840122958.4,13401662,3085966,0.221578905,13.77937429,59.84074898,0,158313686,832140529.2,12929967,3138628,0.192596131,12.24393581,50.44041091,0,200676447.1,833570366.5,12828367,3178494,0.243864133,15.64317946,63.1357011,0,0.26619435,0.016146035
Clorazepate Dipotassium,Clorazepate Dipotassium,5,26370780.62,16526146.5,258123,49570,1.595019699,102.1636221,531.9907327,0,23282764.52,13474651.5,216335,41534,1.726119571,107.6236602,560.5712072,0,21934042.36,12448117.33,199268,36387,1.753695642,110.0730793,602.7988666,0,19813724.34,11308932.5,180911,33318,1.740238279,109.5219436,594.6852854,0,18810132.64,9957627,160507,29516,1.874592569,117.1919769,637.2859683,0,0.077204536,0.041202519
Clotrimazole*,Clotrimazole,8,28103301.04,39136059.83,904589,499046,0.753839993,31.06748041,56.31404929,0,29176038.88,40652377.74,926162,525569,0.737241802,31.50209022,55.51324161,0,25269136.08,38099147.45,857851,463900,0.686122337,29.45632293,54.47108446,0,24366409.46,37166499.78,883785,487923,0.680743167,27.57051711,49.93904665,0,26094201.33,38100297.4,915535,506081,0.704170562,28.50158796,51.56131396,0,0.03441444,-0.016895526
Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,5,40101556.64,51727382.72,1279021,731797,0.778776027,31.35332152,54.79874424,0,46200302.42,61623822.29,1548776,881091,0.753182791,29.83020296,52.43533576,0,45163146.96,64195691.25,1599878,863634,0.705579059,28.22911932,52.29431329,0,43667129.3,63780087.69,1609455,887836,0.686366805,27.13162487,49.18377865,0,48286181.52,63483538.87,1598988,879402,0.762319829,30.19796366,54.90797328,0,0.110659525,-0.005325096
Clozapine,Clozapine,12,83849444.72,69678013,1129897,65908,1.261615816,74.20981268,1272.219529,0,83035593.95,70242667.32,1147885,66522,1.230833098,72.33790314,1248.242596,0,84122195.99,72588366.54,1178836,66604,1.205550416,71.36038939,1263.020179,0,89750046.2,70221666.52,1163207,66310,1.323427772,77.15741583,1353.491875,0,94065085.78,68179808.82,1142872,65340,1.421734313,82.30588008,1439.624821,0,0.074281757,0.03032166
Clozapine ODT,Clozapine,3,23579586.41,2926666.5,49500,3355,8.974062288,476.355281,7028.192671,0,23282988.89,2737335.5,47931,3246,9.672827622,485.7605493,7172.824673,0,22761592.25,2652090,45380,3071,9.807817046,501.5776168,7411.785168,0,20840060.16,2442260.5,41975,2929,9.794520766,496.4874368,7115.076873,0,20488193.76,2333389.1,41058,2957,10.0309628,499.0061318,6928.709422,0,0.024140235,0.028225535
Clozaril,Clozapine,1,16504509.22,1220843.5,11699,847,12.95775412,1410.762392,19485.84324,0,15875977.34,1158590.666,11446,880,13.13284178,1387.032792,18040.88334,0,16137287.41,1173211.59,11724,905,13.20155999,1376.431884,17831.25681,0,14076534.52,1013433,10096,742,13.32749203,1394.268475,18971.07078,0,13300889.85,944196.5,9438,685,13.50533359,1409.291148,19417.35745,0,0.013343963,0.010401298
Co Q-10,Ubidecarenone,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.61,911,16,,0.228831098,13.038125,,1,,
Coartem,Artemether/Lumefantrine,1,97342.31,18866,366,158,5.159668716,265.9625956,616.0905696,0,93361.21,17969,447,170,5.195682008,208.8617673,549.1835882,0,75007.74,14458,325,125,5.187974824,230.7930462,600.06192,0,71375.6,13600,286,104,5.248205882,249.565035,686.3038462,0,65904.62,12305,246,103,5.355921983,267.9049594,639.8506796,0,0.020524366,0.009376306
Codeine Sulfate,Codeine Sulfate,2,1425814.65,2458625.5,24053,6200,0.561816053,59.27803808,229.9701048,0,1293594.67,2070763,20859,5060,0.615476882,62.01614028,255.6511206,0,1157073.09,1595645.25,16924,3951,0.706384241,68.36877157,292.8557555,0,1295085.57,1541457.5,16573,3896,0.812375314,78.1443052,332.4141607,0,1271668.13,1472543,15789,3748,0.831894857,80.54139781,339.2924573,0,0.024027741,0.103109371
Colazal,Balsalazide Disodium,1,296583.66,55858,142,35,5.309600415,2088.617324,8473.818857,0,333338.25,62769,152,31,5.31055537,2193.014803,10752.84677,0,229652.25,43620,115,27,5.264838377,1996.976087,8505.638889,0,246663.81,43991,95,25,5.607142597,2596.461158,9866.5524,0,217430.48,37122,75,19,5.857186574,2899.073067,11443.70947,0,0.044593832,0.024841739
Colchicine,Colchicine,16,61023544.14,11230693.87,278692,311053,5.429807415,218.9641042,196.1837505,0,144746906,30743170.35,773754,319970,4.710531185,187.0709632,452.3764916,0,133275472.3,32444611.54,797606,336010,4.111095807,167.0943702,396.6413865,0,134681912.9,46895066.06,1120155,460409,2.862178895,120.2350683,292.5266728,0,117219065.3,48972266.71,1134163,467933,2.387640051,103.3529266,250.5039509,0,-0.165796361,-0.185678114
Colcrys,Colchicine,1,132342820.8,19538370.46,511015,186310,6.773483033,258.9803055,710.3366476,0,140555222,19943581.97,514645,194202,7.047641804,273.1110222,723.7578502,0,141601305.5,19315865.39,482043,179262,7.330828967,293.7524361,789.9125612,0,10099832.95,1540140,38242,23810,6.557736927,264.1031575,424.1845002,0,2327271.63,341045.5,6546,2797,6.823932965,355.5257608,832.0599321,0,0.040592668,0.00185686
Colesevelam HCl,Colesevelam HCl,10,51393394.3,19514118,93426,37320,3.182085173,550.0973423,1377.100598,0,114632229.4,47062838.5,219460,60743,3.154616073,522.3376897,1887.167729,0,102590751.6,50492444.5,227830,61140,2.667181522,450.2951832,1677.964534,0,87119570.52,52289052.5,234677,65573,2.212139312,371.231823,1328.589061,0,86643004.85,51883689.85,231548,63626,2.211507179,374.1902536,1361.754705,0,-0.000285757,-0.086950888
Colestid,Colestipol HCl,1,340711.71,135555,733,257,4.145926469,464.8181583,1325.726498,0,261706.34,114341,592,201,3.599642266,442.0715203,1302.021592,0,301135.79,130229,1020,473,2.652286499,295.2311667,636.6507188,0,353580.11,167199.5,1663,860,2.198041841,212.6158208,411.1396628,0,135142.46,51188,437,256,2.987515072,309.2504806,527.9002344,0,0.359171157,-0.078655331
Colestipol HCl,Colestipol HCl,3,36628700.81,42641624,361532,98581,0.893973942,101.3152385,371.5594365,0,40750410.84,47051067.69,386045,109721,0.899153828,105.5587065,371.4002865,0,42161392.31,48737012.76,390056,111077,0.897320013,108.0906134,379.5690585,0,44189845.46,50551183.48,401685,120354,0.906331263,110.0111915,367.1655737,0,45248193.75,53763231.43,428712,130320,0.873589649,105.5445002,347.2083621,0,-0.036125438,-0.005749874
Colistimethate,Colistin (Colistimethate Na),4,1067824.13,87062.937,1646,1922,12.16684449,648.7388396,555.5796722,0,2889669.14,223002.334,3419,2071,13.60674912,845.1796256,1395.301371,1,5156688.1,260698.033,5106,1770,19.43053708,1009.927164,2913.383107,1,4074360.65,228301.7,4322,1602,17.7496875,942.702603,2543.296286,0,4038980.35,218140.9,4079,1440,18.89932519,990.1888576,2804.847465,0,0.064769461,0.11639295
Coly-Mycin M Parenteral,Colistin (Colistimethate Na),1,39499.42,1422,45,18,27.7773699,877.7648889,2194.412222,0,20995.92,744,35,12,28.22032258,599.8834286,1749.66,1,18367.52,651,43,,28.21431644,427.1516279,,0,40732.13,1506,45,15,27.04656707,905.1584444,2715.475333,0,63384.53,2237,63,18,28.33461332,1006.103651,3521.362778,0,0.047623281,0.004977971
Combigan,Brimonidine Tartrate/Timolol,1,324092323.2,9976173.71,1294357,284531,32.48663592,250.3886665,1139.040467,0,359255323.4,10068049.48,1263163,282811,35.68271332,284.4093148,1270.301804,0,379353448.9,10120779.4,1229907,269143,37.48263191,308.4407593,1409.486589,0,392681109.2,9843547.05,1166848,262504,39.89223673,336.5315013,1495.90524,0,291993108.4,6914166.749,805567,208466,42.23113485,362.4690539,1400.67497,0,0.058630408,0.067780543
Combipatch,Estradiol/Norethindrone Acet,1,2897017.89,133409,11439,2737,21.71699391,253.2579675,1058.464702,0,3050813.49,127952,10620,2655,23.84486068,287.2705735,1149.082294,0,3411638.28,132007,10668,2658,25.84568004,319.8011136,1283.535847,0,3921843.89,140743,10996,2754,27.86801484,356.6609576,1424.0537,0,4218918.03,142205,11105,2784,29.67047432,379.9115741,1515.415959,0,0.064678431,0.081138156
Combivent Respimat,Ipratropium/Albuterol Sulfate,1,507453715.9,5359850.2,1042110,255241,94.67684674,486.9483221,1988.135589,0,508195502.2,4965641.572,924971,232850,102.342365,549.4177679,2182.50162,0,546288280.3,5012830.114,930933,239713,108.978016,586.818042,2278.926384,0,520262761.2,4521549.09,838701,214438,115.0629465,620.3197101,2426.168688,0,484615822.2,4014387.967,752921,192415,120.7197277,643.6476366,2518.596899,0,0.049162492,0.062633775
Combivir,Lamivudine/Zidovudine,1,834402.53,55144,850,133,15.1313385,981.6500353,6273.703233,0,486783.8,32640,490,81,14.91371936,993.4363265,6009.676543,0,361109.25,23726,364,58,15.21998019,992.0583791,6226.021552,0,257751.64,16499.999,253,40,15.62131246,1018.781186,6443.791,0,231984.08,15089.995,215,32,15.37337024,1078.995721,7249.5025,0,-0.015872048,0.003975084
Cometriq,Cabozantinib S-Malate,1,8096241.07,40768,646,145,207.3078077,12532.88091,55836.14531,0,8548566.51,40530,601,137,222.4950992,14223.90434,62398.29569,0,9076794.71,39461,561,110,241.6964129,16179.66972,82516.31555,0,5847706.5,25955,343,83,235.0137124,17048.707,70454.29518,0,3978052.23,17371,226,47,239.2871948,17602.00102,84639.40915,0,0.018183971,0.036515856
Comfort Ez Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",1,445475.12,785602.424,5650,2134,0.567210216,78.84515398,208.7512277,0,600086.25,874195,6497,2398,0.687398994,92.36359089,250.2444746,0,830195.61,1024203,7736,2640,0.811714092,107.3158751,314.4680341,0,775781.97,913960,6880,2519,0.848891377,112.7590073,307.9721993,0,710513.79,826332,6127,2391,0.860312207,115.9643855,297.1617691,0,0.013453818,0.109757299
Comfort Ez Insulin Syringe,"Syringe And Needle,Insulin,1ml",2,3504334.19,6171366,38864,14353,0.567808409,90.16915886,244.1534306,0,4711269.67,6687308,40746,15506,0.704769879,115.6253294,303.8352683,0,5152569.34,6175953,37837,13508,0.833892731,136.1780622,381.445761,0,4565126.85,5279905,31243,11555,0.864456217,146.1167894,395.0780485,0,3785367.81,4369231,26518,9825,0.865295523,142.747108,385.2791664,0,0.000970906,0.11106805
Comfort Ez Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",2,1640440.11,2902936,22819,7641,0.565196622,71.88921995,214.6891912,0,2187380.76,3140769,24971,8166,0.696811689,87.59684274,267.8644085,0,2741748.05,3349070,26969,8189,0.818761316,101.6629482,334.8086519,0,2364490.44,2775443,22281,7035,0.852351064,106.1213788,336.1038294,0,2189681.07,2895087,19747,6660,0.759146457,110.8867712,328.7809414,0,-0.10935002,0.076543302
Comfort Ez Pen Needle,"Pen Needle, Diabetic",2,23006499.71,31588735.64,222160,69745,0.727614646,103.558245,329.8659361,0,32631485.15,39750160.09,279030,85703,0.816618169,116.9461533,380.7507923,0,39075160.83,44853427.67,316649,91898,0.868503511,123.4021293,425.201428,0,37869290.28,42152834.33,297121,89489,0.897183711,127.4541021,423.1725718,0,36192262.65,43095476.58,292577,91128,0.851684092,123.7016671,397.1585314,0,-0.050713827,0.040145934
Comfort Touch Pen Needle,"Pen Needle, Diabetic",1,,,,,,,,,,,,,,,,,,,,,,,,,225148.18,210506,1515,934,1.070105421,148.6126601,241.0580086,0,566451.77,516288,3788,1240,1.097264221,149.5384821,456.8159436,0,0.025379556,0.025379556
Complera,Emtricita/Rilpivirine/Tenof Df,1,76324999.62,841304,26983,3537,90.72225928,2828.632829,21579.02166,0,51900423.54,547349,17383,2291,94.82144581,2985.700025,22654.04781,0,37132243.16,368770,11433,1404,100.6921473,3247.812749,26447.46664,0,31059813.41,290335,9265,1104,106.9792254,3352.381372,28133.88896,0,28429945.15,249250,7919,919,114.0619665,3590.092834,30935.7401,0,0.066206696,0.058904392
Complete Natal DHA,PNV Cmb 52/Iron/FA/Omega-3/DHA,1,3985.81,10946,146,49,0.36413393,27.30006849,81.34306122,0,3615.64,9312,125,47,0.388277491,28.92512,76.92851064,0,3956.9,9356,120,48,0.422926464,32.97416667,82.43541667,0,5551.43,13350,143,60,0.415837453,38.82118881,92.52383333,0,9600.92,22800,230,87,0.421092983,41.74313044,110.3554023,0,0.012638422,0.037001092
Completenate,Prenatal Vit 14/Iron Fum/Folic,1,5628.64,10085,187,81,0.55811998,30.09967914,69.48938272,0,9106.87,15658,286,119,0.581611317,31.8422028,76.52831933,0,3385.78,5324,102,40,0.635946657,33.19392157,84.6445,0,2068.43,3030,66,26,0.682650165,31.33984849,79.555,0,3144.7,4770,89,39,0.659266247,35.33370787,80.63333333,0,-0.034254614,0.042517414
Compro,Prochlorperazine,1,1159821.35,164941,10365,7496,7.031734681,111.897863,154.7253669,0,1282809.28,175943,10741,7355,7.291050397,119.4310846,174.4132264,0,1310954.22,169831.58,9567,6421,7.719142812,137.0287676,204.166675,0,1152134.67,150028,8558,5811,7.6794643,134.6266266,198.2678833,0,1059486.58,142557,8159,5511,7.432020736,129.8549553,192.2494248,0,-0.032221462,0.013937322
Comtan,Entacapone,1,,,,78,,,,,,,,61,,,,,,,,42,,,,,15735.44,2280,18,18,6.901508772,874.1911111,874.1911111,0,47765.51,6270,35,,7.618103668,1364.728857,,0,0.103831629,0.103831629
Concept DHA,Mvn-Min75/Iron/Iron Ps/Om3/DHA,1,13571.11,12984,294,116,1.045217961,46.1602381,116.9923276,0,16547.05,15545,364,134,1.064461242,45.45892857,123.4854478,0,10320.44,9848,201,87,1.047973193,51.34547264,118.6257471,0,1742.87,1680,41,32,1.037422619,42.50902439,54.4646875,0,573.12,524,18,13,1.093740458,31.84,44.08615385,1,0.054286303,0.011409092
Concerta,Methylphenidate HCl,1,5113956.06,563346,13433,2252,9.138402937,380.7009648,2270.850826,0,5364643.89,541023,13446,2435,9.992169291,398.9769366,2203.139175,0,4979001.56,396014,9638,1882,12.61007865,516.6011164,2645.590627,0,5342625.01,417391,10190,1986,12.83908254,524.3007861,2690.14351,0,6601901.56,494016,12376,2832,13.41349705,533.4438882,2331.179929,0,0.044739529,0.10069737
Condylox,Podofilox,1,270142.23,1543.5,390,585,175.0192614,692.6723846,461.7815897,0,497902.17,2722.5,650,444,182.8841763,766.0033385,1121.401284,0,410831.5,2240,583,422,183.4069196,704.6852487,973.5343602,0,421866.1,2282,561,406,184.8668273,751.9894831,1039.079064,0,308389.65,1659,440,348,185.8888788,700.8855682,886.1771552,0,0.005528583,0.015177282
Constulose,Lactulose,1,2443873.48,145707560.7,128455,53558,0.016772455,19.02513316,45.63040965,0,2901607.76,153239947.7,135079,55507,0.018935061,21.48082056,52.27462771,0,3934370.6,165426990.9,144642,61302,0.023783124,27.20074805,64.18013442,0,4842624.04,199270232.4,168857,69901,0.024301794,28.67884684,69.27832277,0,4983548.31,191212233.1,166904,70150,0.026062916,29.85877097,71.0413159,0,0.072468815,0.11649451
Contrave,Naltrexone HCl/Bupropion HCl,1,109903.98,48739,308,95,2.254949425,356.8311039,1156.884,0,110366.04,45719,247,75,2.41400818,446.8260729,1471.5472,0,71731.75,31370,182,50,2.28663532,394.1304945,1434.635,0,104905.29,42123,288,114,2.490451535,364.2544792,920.2218421,0,447017.41,87468,462,182,5.110639434,967.5701515,2456.139615,0,1.052093511,0.226971878
Conzip,Tramadol HCl,1,233221.97,19264,501,105,12.34278506,465.5129142,2221.161619,0,180874.26,13583,374,78,13.34898452,483.621016,2318.900769,0,120822.49,8295,207,44,14.35245838,583.6835266,2745.965682,0,103826.35,6379,160,36,16.04851977,648.9146875,2884.065278,0,49539.92,3030,82,13,16.04803604,604.1453659,3810.763077,0,-0.000030142,0.067830156
Copaxone,Glatiramer Acetate,1,1208073538,3053417,185176,21755,441.1157625,6523.92069,55530.84522,0,836919238.6,2122594,128170,15871,438.8583571,6529.759215,52732.60907,0,713588637.1,1801024.857,107923,12092,439.8269188,6612.016318,59013.28457,0,556474218.6,1394372,82866,9680,442.7988158,6715.350308,57487.00606,0,456598002.8,1126031,67063,7923,450.1119676,6808.493548,57629.43365,0,0.016515744,0.005060016
Copiktra,Duvelisib,2,560851.68,2632,47,28,213.0895441,11933.01447,20030.41714,0,7823674.52,35530,642,171,220.1983761,12186.40891,45752.48257,0,13472024.28,58774,1048,207,229.2335752,12854.985,65082.2429,0,15764694.72,58724,1022,213,268.4019137,15425.3373,74012.65127,0,21701747.39,65188,1050,214,332.5810956,20668.33085,101410.0345,0,0.239115962,0.117722143
Cordran,Flurandrenolide,1,,,,2503,,,,,,,,2802,,,,,3082694.66,6352,3315,2659,726.3613526,929.9229744,1159.34361,0,3887544.12,7596,4134,2307,747.6586654,940.383193,1685.107984,0,3549293.91,6223,3650,2015,766.3274599,972.4092904,1761.436184,0,0.024969676,0.027142808
Coreg,Carvedilol,1,5166258.57,1096334,10497,2213,4.71210061,492.1652444,2334.50455,0,1315207.06,270660,2985,1373,4.85936257,440.6053802,957.9075455,0,2262404.37,468094,3839,1022,4.832680622,589.3212738,2213.702906,0,2589600.71,507642,3883,1059,5.100806979,666.9072135,2445.32645,0,2597201.16,437903,3270,916,5.929652937,794.2511193,2835.372445,0,0.162493104,0.059140756
Coreg Cr,Carvedilol Phosphate,3,22029118.67,2746886,45501,10152,8.019250573,484.1458137,2169.928947,0,14882358.99,1888834,28570,6671,7.879119792,520.9086101,2230.903761,0,12709444.78,1650556,23117,5217,7.698043418,549.787809,2436.159628,0,10923837.86,1318876,17874,4185,8.303573992,611.157987,2610.236048,0,6332229.44,588329,8969,1987,10.7397215,706.012871,3186.829109,0,0.293385415,0.075758556
Corgard,Nadolol,2,971651.18,198876.5,2544,524,4.913639567,381.9383569,1854.296145,0,933750.55,191457,2376,498,4.886878733,392.9926557,1875.001104,0,851738.61,175824,2146,465,4.839591276,396.895904,1831.695936,0,733232.6,144654,1841,382,5.051933648,398.279522,1919.457068,0,533958.84,110662,1386,344,4.864681803,385.2516883,1552.20593,0,-0.037065381,-0.002500273
Corlanor,IVabradine HCl,1,17085117.98,2372259.5,32038,6517,7.20245315,533.2766708,2621.623136,0,21487019.6,2889114,37224,7673,7.437261358,577.2356437,2800.341405,0,26465187.33,3379111,41918,8390,7.832260868,631.3561556,3154.372745,0,31260406.42,3714023,44918,9627,8.417059169,695.9438626,3247.159699,0,38416173.1,4193608.5,49849,10929,9.161305558,770.6508275,3515.067536,0,0.08842119,0.061987076
Cortef,Hydrocortisone,1,690532.19,505806,3122,592,1.452941125,221.1826361,1166.43951,0,626115.68,466793,2771,552,1.453282659,225.9529701,1134.267536,0,849897.75,719256,5779,1705,1.25422185,147.0665773,498.4737537,0,729899.14,595665.5,3993,1009,1.311053613,182.7946757,723.3886422,0,662981.23,512563,2945,658,1.367159258,225.120961,1007.570258,0,0.042794318,-0.015098559
Cortenema,Hydrocortisone,1,,,,,,,,,,,,,,,,,19778.68,56400,51,34,0.350685816,387.8172549,581.7258824,0,27112.68,74308,68,30,0.364868924,398.7158824,903.756,0,7375.86,19560,20,14,0.377088957,368.793,526.8471429,1,0.03349157,0.036961917
Cortifoam,Hydrocortisone Acetate,1,224627.34,8335,367,254,26.94989082,612.0635967,884.3596063,0,7818.72,285,17,,27.43410526,459.9247059,,1,10096.34,370,18,12,27.28740541,560.9077778,841.3616667,1,258052.88,9630,467,281,26.79676843,552.5757602,918.3376513,0,411576.65,14445,652,375,28.49267221,631.2525307,1097.537733,0,0.063287623,0.014014214
Cortisporin-Tc,Neomyc/Colist/Hydrocort/Thonzn,1,,,,,,,,,813907.39,33867,3299,3067,24.03246198,246.7133647,265.3757385,0,2404479.28,100344.5,9786,8819,23.96224287,245.7060372,272.6476108,0,2314854.67,95751,9267,8337,24.1757754,249.7954753,277.6603898,0,1426686.03,58643,5726,5218,24.32832614,249.1592787,273.4162572,0,0.006310066,0.004086948
Cortrophin,Corticotropin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17567238.22,2563,298,100,6854.170199,58950.46383,175672.3822,0,,
Cosentyx (2 Syringes),Secukinumab,1,33677317.92,14184,5335,1106,2374.317394,6312.524446,30449.65454,0,48271340.08,18363,7082,1413,2628.728426,6816.060446,34162.30721,0,58457543.69,20819,8274,1528,2807.893928,7065.209535,38257.55477,0,66486316.06,22154,9225,1601,3001.097592,7207.188733,41527.99254,0,76556780.62,23723,10118,1707,3227.112112,7566.394606,44848.72913,0,0.07531062,0.079739078
Cosentyx Pen,Secukinumab,1,67289102.08,14083,9191,2055,4778.037498,7321.194873,32744.0886,0,98346327.07,18641,12789,2720,5275.807471,7689.915323,36156.73789,0,120773124.3,21435,15263,2957,5634.388816,7912.803791,40843.12623,0,138583127.3,22763,16461,3197,6088.087128,8418.876574,43347.8659,0,172476850.9,26033,19411,3579,6625.31598,8885.521143,48191.35259,0,0.088242635,0.085148715
Cosentyx Pen (2 Pens),Secukinumab,1,251724048.3,105990,40928,6809,2374.979227,6150.411657,36969.31242,0,402771805.4,153603,60647,9636,2622.161061,6641.248626,41798.65145,0,523818044.2,187845,77211,11302,2788.565276,6784.24116,46347.37606,0,639101530,213029,90917,12929,3000.068206,7029.505263,49431.62889,0,752297596.6,232205,102273,13830,3239.799301,7355.779107,54396.06628,0,0.079908548,0.080723445
Cosentyx Syringe,Secukinumab,1,17308154.32,3597,2287,559,4811.830503,7568.060481,30962.70898,0,21879289.69,4135,2734,637,5291.242972,8002.666309,34347.39355,0,24776213.07,4390,3077,614,5643.784298,8052.067946,40352.13855,0,25866753.77,4242,3094,616,6097.773166,8360.295336,41991.48339,0,28416902.86,4275.5,3088,627,6646.876742,9202.364916,45322.01413,0,0.090049853,0.084118676
